,station_id,station_nom,diff_mean,station_capacity,Coordonnées géographiques,lat,lon,mecanique_dispo_nb,electrique_dispo_nb,mecanique_ratio,electrique_ratio
207,13013,Saint-Marcel - Hôpital,156,21,"48.83950442458303,2.360989417022932",48.83950442458303,2.360989417022932,7,5,0.58,0.42
208,13014,Gare d'Austerlitz,71,14,"48.842524,2.364044",48.842524,2.364044,7,3,0.7,0.3
209,13015,Chevaleret - Louise Weiss,51,35,"48.83258651335057,2.371211388119954",48.83258651335057,2.371211388119954,15,6,0.71,0.29
210,13016,Primo Levi - Frigos,113,34,"48.83094844846017,2.37965351592796",48.83094844846017,2.37965351592796,11,3,0.79,0.21
211,13017,Nationale - Vincent Auriol,-48,33,"48.83252708397293,2.362354410392119",48.83252708397293,2.362354410392119,1,2,0.33,0.67
212,13018,Bruant - Vincent Auriol,25,25,"48.83484845292942,2.366826499627087",48.83484845292942,2.366826499627087,14,0,1.0,0.0
213,13019,Fernand Braudel - Vincent Auriol,92,36,"48.83637852318147,2.3723404482007027",48.83637852318147,2.3723404482007027,17,1,0.94,0.06
214,13020,Paul Klee - Place Augusta Holmes,27,43,"48.838946417408025,2.3704235663952966",48.838946417408025,2.3704235663952966,9,0,1.0,0.0
215,13021,Boussingault - Tolbiac,73,28,"48.82603516605852,2.342176808004326",48.82603516605852,2.342176808004326,1,0,1.0,0.0
216,13022,Butte aux Cailles - Esperance,24,36,"48.82758774190948,2.3492151126265526",48.82758774190948,2.3492151126265526,0,0,,
217,13023,Bobillot - Moulin des Prés,-185,28,"48.828657346203094,2.353020646316964",48.828657346203094,2.353020646316964,0,2,0.0,1.0
218,13024,Bobillot - Tolbiac,-59,33,"48.8255961335041,2.350204177200794",48.8255961335041,2.350204177200794,1,2,0.33,0.67
219,13025,Place de Rungis,41,32,"48.82245594764965,2.347382729482953",48.82245594764965,2.347382729482953,4,0,1.0,0.0
220,13026,Place Jean Delay,-12,35,"48.823316,2.354336",48.823316,2.354336,0,2,0.0,1.0
221,13027,Mazagran - Pierre de Coubertin,-6,15,"48.816218640260445,2.344226874411106",48.816218640260445,2.344226874411106,2,3,0.4,0.6
222,13028,Gouthière - Poterne des Peupliers,-17,33,"48.820507,2.351342",48.820507,2.351342,7,5,0.58,0.42
223,13030,Italie - Tolbiac,-28,21,"48.82557229464416,2.3576171323657036",48.82557229464416,2.3576171323657036,0,0,,
224,13032,Italie - Jardin Joan Miro,-98,26,"48.81990914045756,2.3592948541045193",48.81990914045756,2.3592948541045193,1,1,0.5,0.5
225,13033,Porte d'Italie,-79,13,"48.817161987718954,2.360236309468746",48.817161987718954,2.360236309468746,1,0,1.0,0.0
226,13035,Choisy - Tolbiac,-192,26,"48.82591155587,2.3602393269539",48.82591155587,2.3602393269539,0,0,,
227,13036,Olympiades,-207,36,"48.82676466519947,2.365086078643799",48.82676466519947,2.365086078643799,1,0,1.0,0.0
228,13037,Ivry - Baudricourt,-49,20,"48.824695995415006,2.363106073577468",48.824695995415006,2.363106073577468,0,4,0.0,1.0
229,13038,Choisy - Malmaisons,-77,25,"48.821919702956144,2.3633468834070914",48.821919702956144,2.3633468834070914,4,4,0.5,0.5
230,13039,Ivry - Simone Weil,13,18,"48.823283932030755,2.3659095168113713",48.823283932030755,2.3659095168113713,1,0,1.0,0.0
231,13041,Porte d'Ivry,-243,50,"48.82176874759649,2.3688706755638127",48.82176874759649,2.3688706755638127,2,2,0.5,0.5
232,13043,Dunois - Clisson,-26,51,"48.832294,2.3674523",48.832294,2.3674523,1,0,1.0,0.0
233,13044,Place Jeanne d'Arc,-4,36,"48.829575,2.369126",48.829575,2.369126,1,3,0.25,0.75
234,13045,Jean Colly - Tolbiac,66,36,"48.827817291597846,2.3705490678548813",48.827817291597846,2.3705490678548813,2,5,0.29,0.71
235,13046,Eugène Oudiné - Dessous Des Berges,80,44,"48.8256423,2.3750226",48.8256423,2.3750226,12,7,0.63,0.37
236,13047,Boutroux - Porte de Vitry,59,49,"48.822632,2.377738",48.822632,2.377738,29,1,0.97,0.03
237,13048,Wurtz - Tolbiac,-22,28,"48.82631195621006,2.344585955142975",48.82631195621006,2.344585955142975,1,0,1.0,0.0
238,13049,Vincent Auriol - Louise Weiss,10,22,"48.834001935501,2.3703888058662",48.834001935501,2.3703888058662,16,1,0.94,0.06
239,13050,Quai Panhard et Levassor,127,57,"48.82837482809675,2.384273745805574",48.82837482809675,2.384273745805574,49,5,0.91,0.09
240,13051,Halle Freyssinet - Parvis Alan Turing,26,23,"48.832846814471,2.3711421713233",48.832846814471,2.3711421713233,8,4,0.67,0.33
241,13052,Leredde - Tolbiac,11,44,"48.828876296639876,2.374438270926476",48.828876296639876,2.374438270926476,29,9,0.76,0.24
242,13053,Chevaleret - Tolbiac,5,21,"48.82941,2.375934",48.82941,2.375934,10,7,0.59,0.41
243,13054,Pau Casals - Neuve Tolbiac,49,53,"48.8311602,2.3774395",48.8311602,2.3774395,26,20,0.57,0.43
244,13055,M.- A. Lagroua Weill-Hallé -  F. Dolto,116,60,"48.828595283857425,2.380220606266108",48.828595283857425,2.380220606266108,15,13,0.54,0.46
245,13101,Croulebarde - Corvisart,0,34,"48.830981659316855,2.3481646925210953",48.830981659316855,2.3481646925210953,0,3,0.0,1.0
246,13102,Pitié-Salpêtrière,31,51,"48.83748810318667,2.365213818848133",48.83748810318667,2.365213818848133,18,2,0.9,0.1
247,13103,Hôpital Pitié Salpêtrière,-128,50,"48.8377016,2.3604946",48.8377016,2.3604946,9,1,0.9,0.1
248,13104,Gare d'Austerlitz - Quai Saint-Bernard,56,27,"48.84369030864,2.3657163977623",48.84369030864,2.3657163977623,0,0,,
249,13106,Bobillot - Paulin Mery,-264,23,"48.829899841747384,2.3543356766748507",48.829899841747384,2.3543356766748507,0,7,0.0,1.0
250,13109,Brillat-Savarin - Küss,18,21,"48.822203,2.350422",48.822203,2.350422,6,3,0.67,0.33
251,13110,Moulin de la Pointe,-8,22,"48.82092946051445,2.3563179373741145",48.82092946051445,2.3563179373741145,0,0,,
252,13113,Vistule - Choisy,-21,33,"48.82365543660611,2.3615723848342896",48.82365543660611,2.3615723848342896,0,1,0.0,1.0
253,13114,Nationale - Marcel Duchamp,-47,23,"48.82463749337136,2.3678014799952507",48.82463749337136,2.3678014799952507,2,2,0.5,0.5
254,13116,Place du Docteur Yersin,-326,50,"48.82010494991975,2.3725583776831627",48.82010494991975,2.3725583776831627,1,0,1.0,0.0
255,13117,Stade Georges Carpentier,-171,40,"48.82048243838136,2.366832196712494",48.82048243838136,2.366832196712494,4,2,0.67,0.33
256,13118,Regnault - Patay,120,63,"48.82435782216384,2.377065159380436",48.82435782216384,2.377065159380436,42,1,0.98,0.02
257,13120,Pierre Joseph Desault,118,19,"48.82110230800372,2.378775402903557",48.82110230800372,2.378775402903557,2,0,1.0,0.0
258,13121,Bruneseau - Quai d'Ivry,-46,48,"48.82494563758295,2.388566136360169",48.82494563758295,2.388566136360169,40,1,0.98,0.02
259,13122,Parc de Choisy,-229,25,"48.828156251574946,2.358513532903332",48.828156251574946,2.358513532903332,1,0,1.0,0.0
260,13123,BNF - Bibliothèque Nationale de France,188,42,"48.8350268238,2.3760157451034",48.8350268238,2.3760157451034,42,9,0.82,0.18
261,13125,Gare d'Austerlitz - Pont Charles de Gaulle,8,55,"48.842319830109304,2.3670300096273422",48.842319830109304,2.3670300096273422,33,8,0.8,0.2
262,13126,Place Nationale - Château-des-Rentiers,-86,18,"48.829566,2.365053",48.829566,2.365053,0,1,0.0,1.0
263,13515,Auguste Blanqui - Glacière,-157,60,"48.831151602964354,2.3438221961259837",48.831151602964354,2.3438221961259837,0,2,0.0,1.0
264,13516,Glacière - Soeur Catherine Marie,-57,40,"48.829522989420596,2.343570403754711",48.829522989420596,2.343570403754711,0,0,,
265,14001,Edgar Quinet - Gaité,-158,27,"48.84116092896631,2.32459545135498",48.84116092896631,2.32459545135498,0,4,0.0,1.0
266,14002,Edgar Quinet - Raspail,-218,46,"48.83940266673835,2.32971478253603",48.83940266673835,2.32971478253603,0,4,0.0,1.0
267,14003,Schoelcher - Raspail,-210,50,"48.83681733526843,2.3312794080411474",48.83681733526843,2.3312794080411474,4,3,0.57,0.43
268,14004,Port Royal - Hôpital Cochin,-51,23,"48.838373233813286,2.340717874467373",48.838373233813286,2.340717874467373,2,0,1.0,0.0
269,14005,René Coty - Place Denfert-Rochereau,-101,36,"48.83305647731638,2.332941144704819",48.83305647731638,2.332941144704819,0,1,0.0,1.0
270,14006,Saint-Jacques - Tombe Issoire,-68,23,"48.833206330538864,2.3369108140468597",48.833206330538864,2.3369108140468597,0,0,,
271,14007,Ferrus - Saint-Jacques,-7,34,"48.8313878,2.3408563",48.8313878,2.3408563,2,3,0.4,0.6
272,14008,Mouton Duvernet - Général Leclerc,-89,39,"48.831632518292565,2.3293121159076686",48.831632518292565,2.3293121159076686,1,1,0.5,0.5
273,14009,Tombe Issoire - René Coty,-78,36,"48.83051287670899,2.3343613743782043",48.83051287670899,2.3343613743782043,1,1,0.5,0.5
274,14010,Jean Moulin - Place Victor et Hélène Basch,-18,41,"48.82764910240992,2.326196730136872",48.82764910240992,2.326196730136872,1,0,1.0,0.0
275,14011,Place des Droits de l'Enfant,64,24,"48.8274804,2.3319217",48.8274804,2.3319217,0,0,,
276,14012,Sibelle - Alésia,11,25,"48.826701758539215,2.3384983465075493",48.826701758539215,2.3384983465075493,2,0,1.0,0.0
277,14013,Liard - Amiral Mouchez,78,14,"48.8214169,2.342167",48.8214169,2.342167,0,0,,
278,14014,Jourdan - Stade Charléty,-146,60,"48.819428333369,2.3433353751898",48.819428333369,2.3433353751898,1,6,0.14,0.86
279,14016,René Coty - Parc Montsouris,-44,55,"48.82479134498032,2.336124926805496",48.82479134498032,2.336124926805496,0,2,0.0,1.0
280,14018,Porte d'Orléans,-115,48,"48.8227639,2.3249313",48.8227639,2.3249313,0,3,0.0,1.0
281,14019,Sarrette - Général Leclerc,-45,22,"48.82503085292528,2.326412869398186",48.82503085292528,2.326412869398186,1,0,1.0,0.0
282,14020,Cimetière de Montrouge,-61,58,"48.822009,2.322188699",48.822009,2.322188699,0,0,,
283,14021,Place de la Porte de Châtillon,-103,59,"48.8242469,2.3186306",48.8242469,2.3186306,0,1,0.0,1.0
284,14022,Didot - Mariniers,-16,35,"48.82650543613106,2.313136198271666",48.82650543613106,2.313136198271666,0,1,0.0,1.0
285,14023,Adolphe Pinard - Victor Hugo,-15,52,"48.8236825874564,2.3077843710780144",48.8236825874564,2.3077843710780144,0,0,,
286,14025,Jacquier - Didot,-129,30,"48.82953336292279,2.318179272115231",48.82953336292279,2.318179272115231,0,2,0.0,1.0
287,14026,Plantes - Moulin Vert,-37,45,"48.83005755305626,2.3232302069664006",48.83005755305626,2.3232302069664006,1,3,0.25,0.75
288,14027,Gergovie - Alésia,-62,36,"48.83088717455243,2.318882101207347",48.83088717455243,2.318882101207347,2,1,0.67,0.33
289,14028,Alésia - Suisses,-136,47,"48.831682520717614,2.3149869226003754",48.831682520717614,2.3149869226003754,0,0,,
290,14030,Pernety - Raymond Losserand,-68,32,"48.83425462795304,2.317609339386963",48.83425462795304,2.317609339386963,0,0,,
291,14031,Didot - Place de Moro-Giafferi,-25,22,"48.8337,2.3215",48.8337,2.3215,0,1,0.0,1.0
292,14032,Mairie du 14ème,-34,32,"48.83254578122993,2.325492314994335",48.83254578122993,2.325492314994335,0,1,0.0,1.0
293,14034,Ouest - Château,-150,23,"48.83617286014242,2.319392143923804",48.83617286014242,2.319392143923804,0,3,0.0,1.0
294,14035,Maine - Jean Zay,-74,50,"48.837925263897674,2.3225428909063344",48.837925263897674,2.3225428909063344,0,4,0.0,1.0
295,14036,Boulard - Daguerre,-141,45,"48.83446472680611,2.3293386027216907",48.83446472680611,2.3293386027216907,0,0,,
296,14101,Gare Montparnasse - Edgar Quinet,-208,33,"48.841487851078895,2.3233232282800524",48.841487851078895,2.3233232282800524,9,4,0.69,0.31
297,14103,Maine - Liancourt,-163,27,"48.835064363954,2.323731449973991",48.835064363954,2.323731449973991,0,2,0.0,1.0
298,14104,Boyer-Barret - Raymond Losserand,-58,23,"48.83329880233322,2.3173383995890617",48.83329880233322,2.3173383995890617,1,0,1.0,0.0
299,14106,Marc Sangnier - Porte de Vanves,-72,21,"48.825218683556734,2.3107116669416428",48.825218683556734,2.3107116669416428,4,3,0.57,0.43
300,14108,Le Brix et Mesmin - Jourdan,-109,21,"48.82234096593411,2.327861653302471",48.82234096593411,2.327861653302471,0,1,0.0,1.0
301,14110,Abbé Carton - Plantes,-34,25,"48.827673823165846,2.320918142795563",48.827673823165846,2.320918142795563,0,3,0.0,1.0
302,14111,Cassini - Denfert-Rochereau,-184,25,"48.83752583906732,2.336035408079624",48.83752583906732,2.336035408079624,1,1,0.5,0.5
303,14112,Méchain - Faubourg Saint-Jacques,-99,16,"48.83586772099485,2.33798034198275",48.83586772099485,2.33798034198275,0,2,0.0,1.0
304,14113,Santé - Arago,-108,38,"48.83507657562064,2.3415737262044938",48.83507657562064,2.3415737262044938,0,2,0.0,1.0
305,14116,Romain Rolland,-34,25,"48.820215229662765,2.3234144234418346",48.820215229662765,2.3234144234418346,0,0,,
306,14117,Gare Montparnasse - René Mouchotte,-196,39,"48.83920384329242,2.320883944630623",48.83920384329242,2.320883944630623,2,5,0.29,0.71
307,14122,Colonel Monteil - Brune,-27,19,"48.8265029331101,2.30927479982717",48.8265029331101,2.30927479982717,2,1,0.67,0.33
308,14124,David Weill - Parc Montsouris,16,22,"48.821092374256104,2.333725690841675",48.821092374256104,2.333725690841675,0,0,,
309,14125,Dareau - Broussais,-32,24,"48.8307758,2.3361804",48.8307758,2.3361804,1,2,0.33,0.67
310,14127,Odessa - Départ,-172,39,"48.842885590080826,2.3244281485676765",48.842885590080826,2.3244281485676765,5,13,0.28,0.72
311,14128,Gergovie - Vercingétorix,-28,29,"48.83453413883994,2.313154547426182",48.83453413883994,2.313154547426182,1,1,0.5,0.5
312,14130,Jonquoy - Didot,-20,30,"48.82890454823947,2.31648076325655",48.82890454823947,2.31648076325655,0,0,,
313,14131,Jourdan - Monticelli,-94,30,"48.822032,2.329095",48.822032,2.329095,1,6,0.14,0.86
314,14132,Bézout - Général Leclerc,-48,30,"48.82884804502439,2.3285973072052",48.82884804502439,2.3285973072052,0,1,0.0,1.0
315,14133,Froidevaux - Boulard,-46,35,"48.83514731962543,2.3294411972165108",48.83514731962543,2.3294411972165108,1,0,1.0,0.0
316,14134,Château - Place de Catalogne,-179,33,"48.836805542262134,2.3185293003916745",48.836805542262134,2.3185293003916745,0,2,0.0,1.0
317,14135,Jourdan - Cité Universitaire,-79,39,"48.819897343156676,2.3397007964124366",48.819897343156676,2.3397007964124366,1,2,0.33,0.67
318,14136,Auguste Cain - Jean Moulin,-60,40,"48.82577028927573,2.3210415244102482",48.82577028927573,2.3210415244102482,0,0,,
319,14137,Maurice d'Ocagne - General Maudhuy,-89,30,"48.82414282524159,2.3158789426088333",48.82414282524159,2.3158789426088333,0,1,0.0,1.0
320,14138,Porte de Vanves,-29,32,"48.82801284944511,2.3056878894567485",48.82801284944511,2.3056878894567485,8,7,0.53,0.47
321,14139,Pierre Larousse - Raymond Losserand,-4,30,"48.83059564231877,2.3119183257222176",48.83059564231877,2.3119183257222176,1,0,1.0,0.0
322,15001,Gare Montparnasse - Arrivée,34,43,"48.843827994314886,2.3225811123847966",48.843827994314886,2.3225811123847966,7,32,0.18,0.82
323,15002,Maine - Antoine Bourdelle,-24,17,"48.84308531746595,2.320263946784738",48.84308531746595,2.320263946784738,1,8,0.11,0.89
324,15003,Gare Montparnasse - Vaugirard,-288,66,"48.8418071798797,2.31951002690117",48.8418071798797,2.31951002690117,14,39,0.26,0.74
325,15004,Vaugirard - Pasteur,-40,21,"48.84040868803496,2.3154367133975033",48.84040868803496,2.3154367133975033,3,0,1.0,0.0
326,15006,Cherche-Midi - Hôpital Necker,60,38,"48.84461063309956,2.317914068698883",48.84461063309956,2.317914068698883,3,11,0.21,0.79
327,15008,Sèvres - Lecourbe,-56,62,"48.8447677,2.3110086",48.8447677,2.3110086,42,9,0.82,0.18
328,15009,Suffren - Pérignon,55,46,"48.84717561492764,2.307052147596786",48.84717561492764,2.307052147596786,5,3,0.62,0.38
329,15010,Square Cambronne,-64,59,"48.847566545259745,2.3025691509246826",48.847566545259745,2.3025691509246826,34,4,0.89,0.11
330,15011,Cambronne - Villa Croix Nivert,24,62,"48.84584756136587,2.3017574474215508",48.84584756136587,2.3017574474215508,18,3,0.86,0.14
331,15012,Cambronne - Mademoiselle,63,67,"48.843277330035214,2.30230766886348",48.843277330035214,2.30230766886348,36,1,0.97,0.03
332,15013,Volontaire - Lecourbe,91,31,"48.8435137879902,2.3065522313117985",48.8435137879902,2.3065522313117985,2,3,0.4,0.6
333,15014,Volontaires - Vaugirard,-163,34,"48.84132050184004,2.30808901725357",48.84132050184004,2.30808901725357,5,2,0.71,0.29
334,15017,Place Falguière,-2,23,"48.83629973941847,2.3104464635252953",48.83629973941847,2.3104464635252953,0,0,,
335,15018,Dutot - Place Alleray,-110,56,"48.83682609176588,2.307170109557766",48.83682609176588,2.307170109557766,5,3,0.62,0.38
336,15019,Paul Barruel - Vaugirard,-63,39,"48.84014918546239,2.3044332861900334",48.84014918546239,2.3044332861900334,7,0,1.0,0.0
337,15020,Mairie du 15ème,110,32,"48.8417762,2.2986539",48.8417762,2.2986539,17,3,0.85,0.15
338,15021,Joseph Liouville - Croix Nivert,-46,64,"48.844835471244416,2.297508493065834",48.844835471244416,2.297508493065834,8,2,0.8,0.2
339,15022,Emile Zola - Fondary,22,42,"48.847051143113745,2.2953405976295476",48.847051143113745,2.2953405976295476,25,4,0.86,0.14
340,15023,La Motte-Picquet - Grenelle,12,34,"48.84858321339195,2.299347817897797",48.84858321339195,2.299347817897797,10,2,0.83,0.17
341,15024,Suffren - La Motte-Piquet,36,23,"48.85088123091874,2.301219999790192",48.85088123091874,2.301219999790192,1,3,0.25,0.75
342,15025,Dupleix - du Guesclin,75,47,"48.85147910413369,2.296709530055523",48.85147910413369,2.296709530055523,27,6,0.82,0.18
343,15026,Bir Hakeim,49,33,"48.853844054333514,2.289705348222022",48.853844054333514,2.289705348222022,19,0,1.0,0.0
344,15027,Duhamel - André Gide,-47,20,"48.8365662244334,2.312707121097412",48.8365662244334,2.312707121097412,0,0,,
345,15029,Emeriau - Place de Brazzaville,49,51,"48.850785261674964,2.2871585190296173",48.850785261674964,2.2871585190296173,32,5,0.86,0.14
346,15030,Emeriau - Beaugrenelle,152,74,"48.84791249714942,2.2843059897422795",48.84791249714942,2.2843059897422795,59,6,0.91,0.09
347,15031,Théâtre - Lourmel,124,53,"48.8482070397636,2.2898658737540245",48.8482070397636,2.2898658737540245,38,4,0.9,0.1
348,15032,Félix Faure - Lourmel,108,58,"48.83868901709515,2.2818081825971603",48.83868901709515,2.2818081825971603,45,10,0.82,0.18
349,15033,Place Violet,95,30,"48.84487893836502,2.2905756533145905",48.84487893836502,2.2905756533145905,19,3,0.86,0.14
350,15034,Lakanal - Commerce,-52,53,"48.84442462786544,2.294059172272682",48.84442462786544,2.294059172272682,47,0,1.0,0.0
351,15035,Place Etienne Pernet,49,43,"48.84243457133779,2.2921819612383847",48.84243457133779,2.2921819612383847,20,19,0.51,0.49
352,15036,Croix Nivert - Square Saint-Lambert,0,47,"48.8430515215905,2.295200452208519",48.8430515215905,2.295200452208519,40,3,0.93,0.07
353,15038,Place Adolphe Cherioux - Vaugirard,68,63,"48.83959442800459,2.3010657727718353",48.83959442800459,2.3010657727718353,16,10,0.62,0.38
354,15039,Abbé Groult - Convention,-11,12,"48.83596927866069,2.302064039509349",48.83596927866069,2.302064039509349,1,3,0.25,0.75
355,15040,Saint-Amand - Labrouste,-160,36,"48.834097274832295,2.3087677359581",48.834097274832295,2.3087677359581,0,2,0.0,1.0
356,15041,Franquet - Labrouste,-116,37,"48.83287705011431,2.306762784719467",48.83287705011431,2.306762784719467,1,1,0.5,0.5
357,15042,Henry Farman,83,16,"48.83372430280548,2.2713854536414146",48.83372430280548,2.2713854536414146,13,3,0.81,0.19
358,15043,Brancion - Lefebvre,29,11,"48.82900222785569,2.301431038163409",48.82900222785569,2.301431038163409,3,7,0.3,0.7
359,15044,Dantzig - Lefebvre,-243,33,"48.83013921586756,2.295934036374092",48.83013921586756,2.295934036374092,8,24,0.25,0.75
360,15045,Porte de la Plaine,-127,35,"48.82805169605981,2.2924277186393742",48.82805169605981,2.2924277186393742,12,23,0.34,0.66
361,15046,Parc Georges Brassens - Brancion,-54,29,"48.83227829269761,2.3022570088505745",48.83227829269761,2.3022570088505745,1,5,0.17,0.83
362,15047,Morillons - Dantzig,-62,52,"48.83310149953933,2.299380004405976",48.83310149953933,2.299380004405976,21,30,0.41,0.59
363,15049,Porte de Versailles,9,0,"48.83215381734912,2.2871491312980647",48.83215381734912,2.2871491312980647,0,0,,
364,15050,Dominique Pado - Croix Nivert,88,22,"48.83648798164934,2.2897250577807426",48.83648798164934,2.2897250577807426,15,5,0.75,0.25
365,15052,Convention - Vaugirard,71,48,"48.83767682233156,2.295586926020252",48.83767682233156,2.295586926020252,37,7,0.84,0.16
366,15053,Lecourbe - Convention,14,46,"48.83923319241899,2.2915197908878326",48.83923319241899,2.2915197908878326,26,18,0.59,0.41
367,15054,Lecourbe - Jean Maridor,96,19,"48.83796366147599,2.2877392172813416",48.83796366147599,2.2877392172813416,17,1,0.94,0.06
368,15055,Vasco de Gama,60,54,"48.83671783466264,2.283664085650799",48.83671783466264,2.283664085650799,42,10,0.81,0.19
369,15056,Place Balard,186,22,"48.836395736424116,2.2784192115068436",48.836395736424116,2.2784192115068436,26,14,0.65,0.35
370,15057,Lucien Bossoutrot - Général Martial Vallin,30,39,"48.83695604631085,2.274107225239277",48.83695604631085,2.274107225239277,26,13,0.67,0.33
371,15058,Place du Moulin de Javel,21,45,"48.84021670922037,2.2716060653328896",48.84021670922037,2.2716060653328896,8,4,0.67,0.33
372,15059,Parc André Citroën,62,65,"48.840639944296655,2.2780618071556096",48.840639944296655,2.2780618071556096,43,15,0.74,0.26
373,15060,Place de la Montagne du Goulet,71,21,"48.8443415,2.2773844",48.8443415,2.2773844,13,0,1.0,0.0
374,15061,Square Desnouettes,66,22,"48.83476837934194,2.284142297394666",48.83476837934194,2.284142297394666,19,3,0.86,0.14
375,15062,Convention - Lourmel,139,36,"48.84205504165568,2.2859910875558853",48.84205504165568,2.2859910875558853,24,6,0.8,0.2
376,15063,Convention - Saint-Charles,104,19,"48.84315611111599,2.2831090539693832",48.84315611111599,2.2831090539693832,7,1,0.88,0.12
377,15064,Javel - André Citroën,42,45,"48.846276485475,2.2786368057131767",48.846276485475,2.2786368057131767,27,4,0.87,0.13
378,15067,Desaix - Edgar Faure,97,12,"48.852804604940296,2.293077029857222",48.852804604940296,2.293077029857222,1,1,0.5,0.5
379,15068,Général Martial Valin - Pont du Garigliano,-25,16,"48.83823094269141,2.270506024360657",48.83823094269141,2.270506024360657,7,6,0.54,0.46
380,15069,Félix Faure - Convention,76,44,"48.841249336041045,2.288386600849503",48.841249336041045,2.288386600849503,34,3,0.92,0.08
381,15070,Balard - Montagne de la Fage,77,36,"48.83850740333351,2.2782871127128606",48.83850740333351,2.2782871127128606,28,6,0.82,0.18
382,15072,Place Fernand Forest,85,33,"48.849269143835926,2.2818631678819656",48.849269143835926,2.2818631678819656,21,5,0.81,0.19
383,15102,Square Bela Bartok,40,24,"48.85120156830401,2.2846536710858345",48.85120156830401,2.2846536710858345,21,1,0.95,0.05
384,15103,Cauchy - Cévennes,108,51,"48.8433725710224,2.275132834911347",48.8433725710224,2.275132834911347,35,10,0.78,0.22
385,15104,Hôpital Européen Georges Pompidou,61,64,"48.83769531916335,2.275374233722687",48.83769531916335,2.275374233722687,47,16,0.75,0.25
386,15105,Fédération - Suffren,73,25,"48.852828153442346,2.2978776320815086",48.852828153442346,2.2978776320815086,3,1,0.75,0.25
387,15106,Grenelle - Violet,131,35,"48.84993035512154,2.294612042605877",48.84993035512154,2.294612042605877,15,3,0.83,0.17
388,15107,Palais des Sports,145,22,"48.83346851742578,2.2858720645308495",48.83346851742578,2.2858720645308495,6,15,0.29,0.71
389,15108,Lourmel - Marie Skobtsov,63,22,"48.844974,2.287283",48.844974,2.287283,12,2,0.86,0.14
390,15109,Cevennes - Bergers,106,29,"48.84240765130395,2.281037718057633",48.84240765130395,2.281037718057633,10,3,0.77,0.23
391,15110,Place Robert Guillemard,41,24,"48.836191728066666,2.2811267160086417",48.836191728066666,2.2811267160086417,19,2,0.9,0.1
392,15111,Olivier de Serres - Leriche,-17,25,"48.83460221715206,2.2957482933998112",48.83460221715206,2.2957482933998112,13,9,0.59,0.41
393,15112,Vigée-Lebrun - Anselme Payen,-30,24,"48.838683941628375,2.3110422492027287",48.838683941628375,2.3110422492027287,0,3,0.0,1.0
394,15113,Arsonval - Falguière,-38,25,"48.84040040365445,2.313117867297474",48.84040040365445,2.313117867297474,1,0,1.0,0.0
395,15114,Pasteur - Cotentin,-182,33,"48.8389284,2.316356",48.8389284,2.316356,7,7,0.5,0.5
396,15120,Colonel Pierre Avia,70,29,"48.8296843300915,2.275342586850291",48.8296843300915,2.275342586850291,19,9,0.68,0.32
397,15122,Place Charles Vallin,25,26,"48.83552381204077,2.302598655223847",48.83552381204077,2.302598655223847,9,6,0.6,0.4
398,15123,Commerce - Letellier,84,44,"48.84797660373612,2.2966245196598805",48.84797660373612,2.2966245196598805,26,4,0.87,0.13
399,15125,Parc Suzanne Lenglen,9,52,"48.833250690537874,2.2765403240919113",48.833250690537874,2.2765403240919113,41,9,0.82,0.18
400,15127,Place Charles Michels,120,37,"48.846401,2.28502",48.846401,2.28502,21,1,0.95,0.05
401,15128,Cadix - Hameau,30,37,"48.8340107632249,2.289516180753708",48.8340107632249,2.289516180753708,17,19,0.47,0.53
402,15129,Hôpital Necker,-33,40,"48.846043490118454,2.313245013356209",48.846043490118454,2.313245013356209,4,6,0.4,0.6
403,15131,Charles Lecocq - Lecourbe,15,30,"48.84044,2.294867",48.84044,2.294867,16,5,0.76,0.24
404,15132,Bargue -  Dutot,0,21,"48.837884,2.308876",48.837884,2.308876,0,1,0.0,1.0
405,15133,Saint Lambert - Blomet,63,27,"48.83659148147257,2.2930556908249855",48.83659148147257,2.2930556908249855,18,9,0.67,0.33
406,15201,Place Amédée Gordini - Lefebvre,-147,38,"48.83061737745046,2.2920634208276174",48.83061737745046,2.2920634208276174,18,18,0.5,0.5
407,15311,Quai du Président Roosevelt - Pont Aval,26,30,"48.8343883676388,2.2656820714473724",48.8343883676388,2.2656820714473724,12,2,0.86,0.14
408,16001,Portugais - Kléber,-45,26,"48.8712148,2.2937349",48.8712148,2.2937349,1,4,0.2,0.8
409,16002,Pergolèse - Malakoff,-2,38,"48.87521088779225,2.2842781618237495",48.87521088779225,2.2842781618237495,0,1,0.0,1.0
410,16003,André Maurois - Joseph et Marie Hackin,2,29,"48.8778983,2.2789591",48.8778983,2.2789591,6,4,0.6,0.4
411,16005,Raymond Poincaré - Place Victor Hugo,-2,25,"48.870306124369975,2.285074541420228",48.870306124369975,2.285074541420228,0,0,,
412,16007,Longchamp - Place d'Iéna,-11,40,"48.86491723343388,2.2926748171448708",48.86491723343388,2.2926748171448708,3,9,0.25,0.75
413,16008,Galilée - Kléber,-84,33,"48.86741186571367,2.290781380114821",48.86741186571367,2.290781380114821,1,2,0.33,0.67
414,16009,Saint-Didier - Raymond Poincaré,-38,17,"48.86642312020962,2.285863497192411",48.86642312020962,2.285863497192411,0,3,0.0,1.0
